block idx,date start,challenge item name,lexical item name,linguistic category,E/M/H,noise,un/trained,difficulty rating,distractor num,foil 1,foil 2,foil 3,foil 4,foil 5,accuracy,rt (sec),incorrect-foil name,incorrect-foil type,incorrect-foil p-type,replay counter,
321,2016-12-07 10:42:06,the doorknob,doorknob,noun_2syll_phrase,Word,NoNoise,0,0.3678,3,s1,p1,s2,,,0,14.589,the doorbell,s2,assoc,2,
321,2016-12-07 10:42:06,inmate,inmate,noun_2syll_word,Word,NoNoise,0,0.3411,3,s1,p1,p3,,,1,4.2193,,,,0,
321,2016-12-07 10:42:06,The scandal,scandal,noun_2syll_phrase,Word,NoNoise,0,0.3518,2,p1,s1,,,,1,5.0804,,,,0,
321,2016-12-07 10:42:06,barmaid,barmaid,noun_2syll_word,Word,NoNoise,0,0.3411,3,p1,s1,p2,,,1,3.4315,,,,0,
321,2016-12-07 10:42:06,yolk,yolk,noun_1syll_word,Word,NoNoise,0,0.3464,4,s1,s2,p2,p1,,0,7.648,shell,s1,coord,0,
322,2016-12-07 10:47:00,the pilot is male,pilot,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s1,p1,p3,,,1,4.4382,,,,0,
322,2016-12-07 10:47:00,the boy washes,wash,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,s2,s1,p1,,,1,4.5964,,,,0,
322,2016-12-07 10:47:00,the doll breaks,doll,noun_intransitive,EasySentence,NoNoise,0,0.3518,3,p3,p2,s1,,,1,3.6041,,,,0,
322,2016-12-07 10:47:00,the bug is big,hug,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,s1,p3,,,1,3.9727,,,,0,
322,2016-12-07 10:47:00,the tooth is clean,tooth,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,p1,p2,,,1,11.1674,,,,2,
322,2016-12-07 10:47:00,The floor is clean,clean,adj_sentence,EasySentence,NoNoise,0,0.3572,2,s2,s1,,,,1,2.5695,,,,0,
322,2016-12-07 10:47:00,the carrot is bight,carrot,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p2,s1,s2,,,1,4.1432,,,,0,
322,2016-12-07 10:47:00,her grandma is friendly,grandma,noun_predicative,EasySentence,NoNoise,0,0.3518,3,un,s2,p1,,,1,4.7902,,,,0,
322,2016-12-07 10:47:00,the cotton is white,cotton,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s1,s2,p1,,,0,10.9072,the wool is white,s1,coord,0,
322,2016-12-07 10:47:00,the hanger is brown,hanger,noun_predicative,EasySentence,NoNoise,0,0.3411,2,s2,p3,,,,1,5.1027,,,,1,
322,2016-12-07 10:47:00,a wooden ball,wooden,adj_phrase,EasySentence,NoNoise,0,0.3518,3,p1,s1,s2,,,1,9.5059,,,,1,
322,2016-12-07 10:47:00,the helmet is yellow,helmet,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,s1,p2,,,1,3.3037,,,,0,
322,2016-12-07 10:47:00,the bush grows,bush,noun_intransitive,EasySentence,NoNoise,0,0.3518,3,s2,p1,un,,,1,2.7446,,,,0,
322,2016-12-07 10:47:00,The ceiling is white,ceiling,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,s1,s2,,,1,6.9443,,,,1,
322,2016-12-07 10:47:00,the claw is smooth,claw,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s1,p2,s2,,,1,4.3364,,,,0,
323,2016-12-07 10:51:03,the man stands with a clock,clock,noun_intransitivePPend,HardSentence,NoNoise,0,0.3572,2,un,p3,,,,0,16.6511,the man stands with a rock,p3,mp,0,
323,2016-12-07 10:51:03,the iron belongs to the man,iron,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,p2,s2,,,,1,8.6386,,,,2,
323,2016-12-07 10:51:03,the record plays for the dog,record,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,p1,s1,,,,1,10.2197,,,,1,
323,2016-12-07 10:51:03,he holds the foot in his hand,foot,noun_transitivePP,HardSentence,NoNoise,0,0.3572,2,s2,p2,,,,0,19.8179,he holds the shoe  in his hand,s2,coord,2,
323,2016-12-07 10:51:03,the foot touches the ball,foot,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,s2,p1,,,,1,10.1527,,,,2,
323,2016-12-07 10:51:03,he holds the glass,glass,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p2,s1,,,,1,9.2823,,,,1,
323,2016-12-07 10:51:03,he holds the page,page,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s1,p3,,,,1,6.3044,,,,0,
323,2016-12-07 10:51:03,he checks the wood in the forest,check,verb_transitivePP,HardSentence,NoNoise,0,0.3625,2,un,p2,,,,0,14.777,he saws the wood in the forest,un,un,1,
323,2016-12-07 10:51:03,a pound lies in the garden,pound,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,p2,s1,,,,1,9.4859,,,,2,
323,2016-12-07 10:51:03,The woman holds a bottle,bottle,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p1,s2,,,,1,5.8275,,,,1,
323,2016-12-07 10:51:03,the van moves along the road,van,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,p2,s2,,,,1,11.8944,,,,1,
323,2016-12-07 10:51:03,the man holds a clock,clock,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s1,p2,,,,1,4.4988,,,,0,
323,2016-12-07 10:51:03,the hammer solves the problem,hammer,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,s2,p2,,,,0,14.2046,the spanner solves the problem,s2,coord,3,
323,2016-12-07 10:51:03,the glass holds a drink,glass,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,s1,p1,,,,1,9.5538,,,,1,
323,2016-12-07 10:51:03,he hates flies,flies,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s1,p3,,,,0,13.4651,he hates bees,s1,coord,2,
324,2016-12-07 10:56:38,The scandal,scandal,noun_2syll_phrase,Word,NoNoise,0,0.3518,2,s1,p2,,,,1,3.4537,,,,0,
324,2016-12-07 10:56:38,The new life,life,noun_attributive,Word,NoNoise,0,0.3625,4,un,un,p1,p2,,0,27.0689,The new school,un,un,5,
324,2016-12-07 10:56:38,the clothes,clothes,noun_1syll_phrase,Word,NoNoise,0,0.3572,5,s1,s2,p2,p3,p1,0,19.9816,the toes,p3,mp,2,
324,2016-12-07 10:56:38,The stone,stone,noun_1syll_phrase,Word,NoNoise,0,0.3572,5,s1,s2,p1,p2,p3,1,6.6852,,,,1,
324,2016-12-07 10:56:38,sheep,sheep,noun_1syll_word,Word,NoNoise,0,0.3572,5,p1,p2,p3,s2,s1,0,27.2954,goat,s1,coord,6,
324,2016-12-07 10:56:38,The radio,radio,noun_3syll_phrase,Word,NoNoise,0,0.3572,5,s1,s2,p3,p2,p1,1,8.9329,,,,1,
324,2016-12-07 10:56:38,spring,spring,noun_1syll_word,Word,NoNoise,0,0.3572,4,s2,p2,p3,s1,,1,4.605,,,,0,
324,2016-12-07 10:56:38,The discovery,discovery,noun_3syll_phrase,Word,NoNoise,0,0.3518,2,s2,p1,,,,1,3.4824,,,,0,
324,2016-12-07 10:56:38,economy,economy,noun_3syll_word,Word,NoNoise,0,0.3625,4,s1,p2,s2,p3,,1,14.8042,,,,2,
324,2016-12-07 10:56:38,partner,partner,noun_2syll_word,Word,NoNoise,0,0.3572,4,p2,s2,s1,p1,,1,4.2155,,,,0,
324,2016-12-07 10:56:38,The bag,bag,noun_1syll_phrase,Word,NoNoise,0,0.3572,5,s2,p2,p3,p1,s1,1,5.0427,,,,0,
324,2016-12-07 10:56:38,The dinner,dinner,noun_2syll_phrase,Word,NoNoise,0,0.3572,5,s1,p3,s2,p1,p2,1,14.8577,,,,3,
324,2016-12-07 10:56:38,The guest,guest,noun_1syll_phrase,Word,NoNoise,0,0.3572,4,s1,p3,s2,p1,,1,7.7729,,,,2,
324,2016-12-07 10:56:38,donkey,donkey,noun_2syll_word,Word,NoNoise,0,0.3464,4,s1,s2,p3,p1,,1,6.6602,,,,0,
324,2016-12-07 10:56:38,The pocket,pocket,noun_2syll_phrase,Word,NoNoise,0,0.3572,5,s2,p2,p1,p3,s1,0,30.9637,The money,s2,assoc,3,
325,2016-12-07 11:02:22,The guest,guest,noun_1syll_phrase,Word,Noise5,0,0.3572,4,s1,p2,p1,s2,,1,7.143,,,,0,
325,2016-12-07 11:02:22,sheep,sheep,noun_1syll_word,Word,Noise5,0,0.3572,5,s1,s2,p1,p2,p3,1,5.0087,,,,0,
325,2016-12-07 11:02:22,The dinner,dinner,noun_2syll_phrase,Word,Noise5,0,0.3572,5,p1,p3,s1,s2,p2,0,7.8068,The wine,s2,assoc,0,
325,2016-12-07 11:02:22,spring,spring,noun_1syll_word,Word,Noise5,0,0.3572,4,s2,p3,p2,s1,,1,7.5112,,,,1,
325,2016-12-07 11:02:22,The bag,bag,noun_1syll_phrase,Word,Noise5,0,0.3572,5,s2,s1,p3,p2,p1,1,4.1719,,,,1,
325,2016-12-07 11:02:22,corn,corn,noun_1syll_word,Word,Noise5,0,0.3464,4,s2,s1,p1,p3,,1,6.0542,,,,1,
325,2016-12-07 11:02:22,The discovery,discovery,noun_3syll_phrase,Word,Noise5,0,0.3518,2,p1,s1,,,,0,6.205,The planets,s1,assoc,0,
325,2016-12-07 11:02:22,problem,problem,noun_2syll_word,Word,Noise5,0,0.3625,4,s1,s2,p1,un,,0,27.852,answers,s2,assoc,6,
325,2016-12-07 11:02:22,The mess,mess,noun_1syll_phrase,Word,Noise5,0,0.3572,4,s2,p2,s1,p1,,1,19.1687,,,,4,
325,2016-12-07 11:02:22,egg,egg,noun_1syll_word,Word,Noise5,0,0.3572,5,p2,s1,p1,p3,s2,1,6.5289,,,,0,
325,2016-12-07 11:02:22,The internet,internet,noun_3syll_phrase,Word,Noise5,0,0.3572,4,p1,s1,p2,s2,,1,11.164,,,,1,
325,2016-12-07 11:02:22,The stone,stone,noun_1syll_phrase,Word,Noise5,0,0.3572,5,s1,s2,p3,p2,p1,1,6.906,,,,2,
325,2016-12-07 11:02:22,partner,partner,noun_2syll_word,Word,Noise5,0,0.3572,4,s1,s2,p2,p1,,1,6.2143,,,,0,
325,2016-12-07 11:02:22,The new life,life,noun_attributive,Word,Noise5,0,0.3625,4,p1,p2,un,un,,1,4.4663,,,,0,
325,2016-12-07 11:02:22,pocket,pocket,noun_2syll_word,Word,Noise5,0,0.3572,5,p2,s2,p1,s1,p3,1,3.6103,,,,0,
326,2016-12-07 11:07:22,The floor is clean,clean,adj_sentence,EasySentence,NoNoise,0,0.3572,2,s1,s2,,,,1,3.1061,,,,0,
326,2016-12-07 11:07:22,the girl shakes,shake,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,s2,p3,s1,,,1,3.7062,,,,0,
326,2016-12-07 11:07:22,the tooth is clean,tooth,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,s1,s2,,,1,5.8532,,,,0,
326,2016-12-07 11:07:22,the claw is smooth,claw,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,p1,s1,,,1,3.7725,,,,0,
326,2016-12-07 11:07:22,the cotton is white,cotton,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,p2,s2,,,1,3.5495,,,,0,
326,2016-12-07 11:07:22,the helmet is yellow,helmet,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p2,p1,s2,,,1,3.0762,,,,0,
326,2016-12-07 11:07:22,the boy washes,wash,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,s1,s2,p1,,,1,5.1164,,,,0,
326,2016-12-07 11:07:22,the mouthwash is disgusting,mouthwash,noun_predicative,EasySentence,NoNoise,0,0.3732,2,s2,p1,,,,1,4.1953,,,,0,
326,2016-12-07 11:07:22,The ceiling is white,ceiling,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,un,s2,,,1,4.8889,,,,0,
326,2016-12-07 11:07:22,the bug is big,hug,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,p1,s1,,,1,7.3692,,,,1,
326,2016-12-07 11:07:22,a broken pencil,broken,adj_phrase,EasySentence,NoNoise,0,0.3572,2,p1,s2,,,,1,9.5645,,,,1,
326,2016-12-07 11:07:22,the carrot is bight,carrot,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,p3,s1,,,1,4.9996,,,,0,
326,2016-12-07 11:07:22,the pilot is male,pilot,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,un,s1,,,1,3.1999,,,,0,
326,2016-12-07 11:07:22,the videotape is old,videotape,noun_predicative,EasySentence,NoNoise,0,0.3732,2,p1,s2,,,,1,11.4814,,,,2,
326,2016-12-07 11:07:22,The person throws,throw,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,p1,p3,s1,,,1,14.3914,,,,2,
327,2016-12-07 11:11:29,the foot touches the ball,foot,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,p1,s1,,,,1,3.3603,,,,0,
327,2016-12-07 11:11:29,he holds the page,page,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s1,p3,,,,1,9.8462,,,,2,
327,2016-12-07 11:11:29,the hammer solves the problem,hammer,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,s2,p3,,,,0,10.4391,the spanner solves the problem,s2,coord,1,
327,2016-12-07 11:11:29,he holds the glass,glass,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p3,s1,,,,0,12.5975,he holds the glasses,p3,mp,2,
327,2016-12-07 11:11:29,the man holds a clock,clock,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p1,s2,,,,1,5.0013,,,,0,
327,2016-12-07 11:11:29,The woman holds a bottle,bottle,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s2,p2,,,,0,21.5602,The woman holds a button,p2,close,2,
327,2016-12-07 11:11:29,the iron belongs to the man,iron,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,p2,s1,,,,1,5.4319,,,,0,
327,2016-12-07 11:11:29,he checks the wood in the forest,check,verb_transitivePP,HardSentence,NoNoise,0,0.3625,2,p1,un,,,,1,4.3827,,,,0,
327,2016-12-07 11:11:29,the glass holds a drink,glass,noun_transitive_beg,HardSentence,NoNoise,0,0.3572,2,s2,p1,,,,1,7.3099,,,,1,
327,2016-12-07 11:11:29,the maid cleans the bathroom,bathroom,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s1,p1,,,,0,12.6831,the maid cleans the bedroom,p1,close,2,
327,2016-12-07 11:11:29,he hates flies,flies,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p2,s1,,,,1,5.0359,,,,0,
327,2016-12-07 11:11:29,the man stands with a clock,clock,noun_intransitivePPend,HardSentence,NoNoise,0,0.3572,2,un,p1,,,,1,4.734,,,,0,
327,2016-12-07 11:11:29,the man works for a month,month,noun_intransitivePPend,HardSentence,NoNoise,0,0.3625,2,s1,p1,,,,1,11.8207,,,,2,
327,2016-12-07 11:11:29,the van moves along the road,van,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,p1,s1,,,,1,9.6108,,,,2,
327,2016-12-07 11:11:29,a pound lies in the garden,pound,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,s1,p3,,,,1,4.8418,,,,0,
328,2016-12-07 11:15:58,the person dies,die,verb_intransitive,EasySentence,NoNoise,1,0.4322,3,p1,s1,s2,,,1,5.0556,,,,0,
328,2016-12-07 11:15:58,the man bends,bend,verb_intransitive,EasySentence,NoNoise,1,0.4268,3,s2,p3,p1,,,1,7.4234,,,,0,
328,2016-12-07 11:15:58,she ties,tie,verb_intransitive,EasySentence,NoNoise,1,0.3518,3,p1,s2,s1,,,0,11.8408,she tears,p1,mp,2,
328,2016-12-07 11:15:58,The person glows,glow,verb_intransitive,EasySentence,NoNoise,1,0.5607,3,s1,p2,s2,,,1,5.4214,,,,0,
328,2016-12-07 11:15:58,the dead bug,dead,adj_phrase,EasySentence,NoNoise,1,0.325,3,s1,p2,p1,,,1,5.0178,,,,0,
328,2016-12-07 11:15:58,the first girl,first,adj_phrase,EasySentence,NoNoise,1,0.4,3,p1,s1,s2,,,1,6.7164,,,,1,
328,2016-12-07 11:15:58,the bad boy,bad,adj_phrase,EasySentence,NoNoise,1,0.5125,3,p2,s1,s2,,,1,8.431,,,,0,
328,2016-12-07 11:15:58,the poor man,poor,adj_phrase,EasySentence,NoNoise,1,0.4375,3,s2,p2,s1,,,1,4.5005,,,,0,
328,2016-12-07 11:15:58,the silent woman,silent,adj_phrase,EasySentence,NoNoise,1,0.4268,3,s2,p2,p1,,,1,5.7141,,,,0,
328,2016-12-07 11:15:58,the violent woman,violent,adj_phrase,EasySentence,NoNoise,1,0.4643,3,s2,p1,s1,,,1,6.5979,,,,1,
328,2016-12-07 11:15:58,the serious person,serious,adj_phrase,EasySentence,NoNoise,1,0.475,3,p2,p1,s2,,,0,9.4923,the studious person,p1,distant,1,
328,2016-12-07 11:15:58,a blank invitation,blank,adj_phrase,EasySentence,NoNoise,1,0.4643,3,s1,p2,p1,,,0,26.0028,a blue invitation,p2,distant,1,
328,2016-12-07 11:15:58,the black house,black,adj_phrase,EasySentence,NoNoise,1,0.3625,3,p2,s2,s1,,,0,18.5913,the blue house,p2,distant,3,
328,2016-12-07 11:15:58,the child is sad,sad,adj_sentence,EasySentence,NoNoise,1,0.4322,3,p2,s2,s1,,,1,5.2876,,,,0,
328,2016-12-07 11:15:58,the lady is sick,sick,adj_sentence,EasySentence,NoNoise,1,0.4696,3,s1,p2,s2,,,1,5.0161,,,,0,
329,2016-12-07 11:20:57,spring,spring,noun_1syll_word,Word,NoNoise,0,0.3572,4,s1,p2,p3,s2,,1,5.3252,,,,0,
329,2016-12-07 11:20:57,yolk,yolk,noun_1syll_word,Word,NoNoise,0,0.3464,4,p1,p2,s1,s2,,1,4.2304,,,,0,
329,2016-12-07 11:20:57,The discovery,discovery,noun_3syll_phrase,Word,NoNoise,0,0.3518,2,p2,s1,,,,0,7.0127,The planets,s1,assoc,0,
329,2016-12-07 11:20:57,The bag,bag,noun_1syll_phrase,Word,NoNoise,0,0.3572,5,p1,s1,p2,s2,p3,1,5.2044,,,,0,
329,2016-12-07 11:20:57,partner,partner,noun_2syll_word,Word,NoNoise,0,0.3572,4,s1,p1,p2,s2,,1,8.579,,,,1,
329,2016-12-07 11:20:57,economy,economy,noun_3syll_word,Word,NoNoise,0,0.3625,4,s2,p1,p2,s1,,1,8.6121,,,,1,
329,2016-12-07 11:20:57,The mess,mess,noun_1syll_phrase,Word,NoNoise,0,0.3572,4,s1,p1,p2,s2,,0,7.7617,The clean floor,s2,assoc,1,
329,2016-12-07 11:20:57,The guest,guest,noun_1syll_phrase,Word,NoNoise,0,0.3572,4,p2,p1,s1,s2,,1,4.862,,,,0,
329,2016-12-07 11:20:57,problem,problem,noun_2syll_word,Word,NoNoise,0,0.3625,4,s1,s2,un,p1,,1,10.5425,,,,0,
329,2016-12-07 11:20:57,puncture,puncture,noun_2syll_word,Word,NoNoise,0,0.3786,3,p1,s1,s2,,,1,4.2909,,,,0,
329,2016-12-07 11:20:57,The flight,flight,noun_1syll_phrase,Word,NoNoise,0,0.3572,4,p1,s2,p3,s1,,1,8.7671,,,,2,
329,2016-12-07 11:20:57,The new life,life,noun_attributive,Word,NoNoise,0,0.3625,4,un,p2,p1,un,,1,10.6208,,,,2,
329,2016-12-07 11:20:57,pocket,pocket,noun_2syll_word,Word,NoNoise,0,0.3572,5,p1,s2,s1,p3,p2,1,4,,,,0,
329,2016-12-07 11:20:57,His great health,health,noun_attributive,Word,NoNoise,0,0.3625,4,p3,s1,s2,p1,,0,26.8229,His great elf,p3,close,5,
329,2016-12-07 11:20:57,the icicle,icicle,noun_3syll_phrase,Word,NoNoise,0,0.3678,3,p1,s2,p2,,,1,5.9689,,,,0,
330,2016-12-07 11:25:43,The floor is clean,clean,adj_sentence,EasySentence,NoNoise,0,0.3572,2,s1,s2,,,,1,3.6968,,,,0,
330,2016-12-07 11:25:43,the cold man,cold,adj_phrase,EasySentence,NoNoise,0,0.3625,3,p1,p2,s1,,,0,13.2872,the old man,p1,mp,3,
330,2016-12-07 11:25:43,The woman dances,dance,verb_intransitive,EasySentence,NoNoise,0,0.3464,2,p1,s2,,,,1,12.2811,,,,2,
330,2016-12-07 11:25:43,the team is big,team,noun_predicative,EasySentence,NoNoise,0,0.3625,3,s2,s1,p2,,,0,15.8626,the ball is big,s2,assoc,4,
330,2016-12-07 11:25:43,the mouthwash is disgusting,mouthwash,noun_predicative,EasySentence,NoNoise,0,0.3732,2,s1,p1,,,,0,12.1237,the toothbrush is disgusting,s1,assoc,1,
330,2016-12-07 11:25:43,the cotton is white,cotton,noun_predicative,EasySentence,NoNoise,0,0.3518,3,s2,p1,s1,,,1,9.084,,,,2,
330,2016-12-07 11:25:43,the claw is smooth,claw,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p2,p1,s1,,,1,3.5423,,,,0,
330,2016-12-07 11:25:43,a broken pencil,broken,adj_phrase,EasySentence,NoNoise,0,0.3572,2,p1,s1,,,,1,8.8359,,,,1,
330,2016-12-07 11:25:43,the teabag is ready,teabag,noun_predicative,EasySentence,NoNoise,0,0.3732,2,s2,s1,,,,1,6.7626,,,,1,
330,2016-12-07 11:25:43,the tooth is clean,tooth,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p1,p2,s1,,,1,7.031,,,,1,
330,2016-12-07 11:25:43,the helmet is yellow,helmet,noun_predicative,EasySentence,NoNoise,0,0.3518,3,p2,p1,s2,,,1,3.9956,,,,0,
330,2016-12-07 11:25:43,the man waits,wait,verb_intransitive,EasySentence,NoNoise,0,0.3625,2,p3,s1,,,,0,18.5407,the man runs,s1,assoc,2,
330,2016-12-07 11:25:43,the girl shakes,shake,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,p2,s2,s1,,,1,6.2907,,,,1,
330,2016-12-07 11:25:43,the boy washes,wash,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,p2,p1,s1,,,1,3.9596,,,,0,
330,2016-12-07 11:25:43,The person throws,throw,verb_intransitive,EasySentence,NoNoise,0,0.3572,3,p1,s1,p2,,,0,20.3004,The person glows,p2,mp,0,
331,2016-12-07 11:30:37,his mum bleeds a little,mum,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,s2,p2,,,,0,24.3607,his thumb bleeds a little,p2,mp,2,
331,2016-12-07 11:30:37,he checks the wood in the forest,check,verb_transitivePP,HardSentence,NoNoise,0,0.3625,2,un,p1,,,,1,5.3131,,,,1,
331,2016-12-07 11:30:37,he hates flies,flies,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s2,p2,,,,1,5.5718,,,,1,
331,2016-12-07 11:30:37,she hates the music,music,noun_transitive_end,HardSentence,NoNoise,0,0.3625,2,p3,s2,,,,0,13.0179,she hates the movie,s2,coord,1,
331,2016-12-07 11:30:37,the dog listens to the record,record,noun_intransitivePPend,HardSentence,NoNoise,0,0.3625,2,s2,p1,,,,1,17.1046,,,,2,
331,2016-12-07 11:30:37,the boy falls on the stairs,fall,verb_intransitivePP,HardSentence,NoNoise,0,0.3625,2,p1,un,,,,1,3.9374,,,,0,
331,2016-12-07 11:30:37,he holds the page,page,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,s2,p3,,,,1,10.0639,,,,2,
331,2016-12-07 11:30:37,the women cheer in excitement,women,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,s2,p1,,,,1,7.1044,,,,1,
331,2016-12-07 11:30:37,the queen sits on the chair,queen,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,s2,p2,,,,1,8.431,,,,1,
331,2016-12-07 11:30:37,the record plays for the dog,record,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,s2,p1,,,,0,9.3586,the tape plays for the dog,s2,coord,1,
331,2016-12-07 11:30:37,he loves the queen most of the time,queen,noun_transitivePP,HardSentence,NoNoise,0,0.3625,2,p1,s2,,,,1,6.8427,,,,1,
331,2016-12-07 11:30:37,the woman cheers in excitement,woman,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3625,2,s1,p1,,,,0,6.88,the women cheer in excitement,p1,close,0,
331,2016-12-07 11:30:37,the van moves along the road,van,noun_intransitivePPbeg,HardSentence,NoNoise,0,0.3572,2,s1,p1,,,,1,5.7805,,,,1,
331,2016-12-07 11:30:37,The woman holds a bottle,bottle,noun_transitive_end,HardSentence,NoNoise,0,0.3572,2,p2,s1,,,,1,4.2209,,,,0,
331,2016-12-07 11:30:37,The cat eats in the house,eat,verb_intransitivePP,HardSentence,NoNoise,0,0.3625,2,p1,s1,,,,1,15.2199,,,,2,
332,2016-12-07 11:37:30,the chicken is fried,fried,adj_sentence,EasySentence,NoNoise,1,0.3143,2,p2,s2,,,,1,4.6847,,,,0,
332,2016-12-07 11:37:30,the doe is beautiful,doe,noun_predicative,EasySentence,NoNoise,1,0.3411,2,s2,p2,,,,1,6.9428,,,,1,
332,2016-12-07 11:37:30,the key is green,key,noun_predicative,EasySentence,NoNoise,1,0.2768,2,s2,p2,,,,1,10.0637,,,,2,
332,2016-12-07 11:37:30,he winks,winks,verb_intransitive,EasySentence,NoNoise,1,0.4107,2,p1,s2,,,,1,6.0617,,,,1,
332,2016-12-07 11:37:30,the man mops,mop,verb_intransitive,EasySentence,NoNoise,1,0.4161,2,s2,p3,,,,1,4.6145,,,,0,
332,2016-12-07 11:37:30,The woman cuts,cut,verb_intransitive,EasySentence,NoNoise,1,0.2125,2,s2,p2,,,,1,5.4423,,,,1,
332,2016-12-07 11:37:30,The person bakes,bake,verb_intransitive,EasySentence,NoNoise,1,0.3143,2,s2,p1,,,,0,13.6898,The person rakes,p1,mp,1,
332,2016-12-07 11:37:30,The boy calls,call,verb_intransitive,EasySentence,NoNoise,1,0.25,2,s1,p1,,,,0,6.278,The boy falls,p1,mp,0,
332,2016-12-07 11:37:30,the person drops,drop,verb_intransitive,EasySentence,NoNoise,1,0.2822,2,s2,p2,,,,1,3.3346,,,,0,
332,2016-12-07 11:37:30,the man organises,organise,verb_intransitive,EasySentence,NoNoise,1,0.4268,2,s1,p2,,,,1,7.7786,,,,1,
332,2016-12-07 11:37:30,the person dies,die,verb_intransitive,EasySentence,NoNoise,1,0.3572,2,s1,p3,,,,1,4.87,,,,0,
332,2016-12-07 11:37:30,the man bends,bend,verb_intransitive,EasySentence,NoNoise,1,0.3518,2,p1,s2,,,,1,3.6392,,,,0,
332,2016-12-07 11:37:30,she ties,tie,verb_intransitive,EasySentence,NoNoise,1,0.2768,2,p1,s1,,,,1,3.911,,,,0,
332,2016-12-07 11:37:30,The person glows,glow,verb_intransitive,EasySentence,NoNoise,1,0.4857,2,s1,p2,,,,1,8.0785,,,,2,
332,2016-12-07 11:37:30,the dead bug,dead,adj_phrase,EasySentence,NoNoise,1,0.25,2,p1,s1,,,,1,5.3744,,,,0,
333,2016-12-07 11:41:54,The cat eats in the house,eat,verb_intransitivePP,HardSentence,Noise5,0,0.3625,2,p2,s2,,,,1,19.2309,,,,1,
333,2016-12-07 11:41:54,he checks the wood in the forest,check,verb_transitivePP,HardSentence,Noise5,0,0.3625,2,p2,un,,,,1,4.1422,,,,0,
333,2016-12-07 11:41:54,the boy catches the dog,catch,verb_transitive,HardSentence,Noise5,0,0.3625,2,p3,un,,,,1,8.2074,,,,1,
333,2016-12-07 11:41:54,a pound lies in the garden,pound,noun_intransitivePPbeg,HardSentence,Noise5,0,0.3572,2,p2,s1,,,,1,4.0102,,,,0,
333,2016-12-07 11:41:54,the woman cheers in excitement,woman,noun_intransitivePPbeg,HardSentence,Noise5,0,0.3625,2,s1,p1,,,,1,6.2648,,,,0,
